   0.0000000e+00   2.9100000e-01   1.5800000e-01   2.0070000e+00   4.9010000e+00   8.8120000e+00   1.4823000e+01   2.6396000e+01   4.9100000e+01   6.7890000e+01   7.4318000e+01   6.9750000e+01   7.4190000e+01   7.4076000e+01   7.1892000e+01   7.2555000e+01   7.4955000e+01   7.4075000e+01   7.4892000e+01   7.3418000e+01
   0.0000000e+00   1.1000000e-01   2.9700000e-01   1.8130000e+00   5.2140000e+00   9.7500000e+00   1.7027000e+01   3.0616000e+01   5.3384000e+01   6.8357000e+01   7.2442000e+01   7.5271000e+01   6.9800000e+01   7.1255000e+01   7.1415000e+01   6.8166000e+01   6.7775000e+01   7.0678000e+01   6.8314000e+01   6.8714000e+01
   0.0000000e+00  -1.1000000e-01  -2.2900000e-01   8.0200000e-01   3.4670000e+00   7.0860000e+00   1.1967000e+01   2.0872000e+01   3.8492000e+01   5.8752000e+01   7.4581000e+01   8.1409000e+01   8.0268000e+01   7.8744000e+01   7.5575000e+01   7.5180000e+01   7.3700000e+01   7.7854000e+01   7.3941000e+01   7.7113000e+01
   0.0000000e+00   8.0000000e-03  -2.2000000e-01   7.8600000e-01   3.3700000e+00   7.0800000e+00   1.2874000e+01   2.3053000e+01   4.3379000e+01   6.3540000e+01   7.5735000e+01   8.0215000e+01   7.6335000e+01   7.6198000e+01   7.5889000e+01   7.3169000e+01   7.1265000e+01   7.2852000e+01   7.3810000e+01   7.2720000e+01
   0.0000000e+00   7.6000000e-02   9.0000000e-03   1.1020000e+00   4.4350000e+00   8.5920000e+00   1.4960000e+01   2.7777000e+01   4.9498000e+01   7.1691000e+01   8.3464000e+01   8.3033000e+01   8.1412000e+01   8.1824000e+01   8.2263000e+01   7.9492000e+01   7.6918000e+01   7.9010000e+01   7.8803000e+01   8.0865000e+01
   0.0000000e+00   1.1000000e-02  -1.2000000e-02   1.2810000e+00   4.1510000e+00   8.1020000e+00   1.3677000e+01   2.4360000e+01   4.6764000e+01   6.8118000e+01   7.7384000e+01   7.7850000e+01   7.8496000e+01   7.7809000e+01   7.6304000e+01   7.6149000e+01   7.3164000e+01   7.5188000e+01   7.4671000e+01   7.6572000e+01
   0.0000000e+00   3.5000000e-02  -2.6000000e-01   1.1400000e+00   4.2740000e+00   8.8500000e+00   1.5680000e+01   2.6194000e+01   4.3666000e+01   6.2831000e+01   7.4618000e+01   7.4632000e+01   7.4441000e+01   7.3280000e+01   7.2405000e+01   7.0792000e+01   7.0501000e+01   7.1524000e+01   7.2087000e+01   7.4761000e+01
   0.0000000e+00  -4.2000000e-02   4.2000000e-02   1.2340000e+00   4.0890000e+00   9.1680000e+00   1.7482000e+01   3.0553000e+01   5.1496000e+01   7.1289000e+01   7.6745000e+01   7.7609000e+01   7.2480000e+01   7.2533000e+01   7.0876000e+01   7.0211000e+01   6.6486000e+01   7.3528000e+01   7.1340000e+01   7.0935000e+01
   0.0000000e+00  -4.9800000e-01  -4.4000000e-01   6.4900000e-01   3.2250000e+00   7.3550000e+00   1.3143000e+01   2.3932000e+01   4.4064000e+01   6.2917000e+01   7.1093000e+01   7.4177000e+01   6.8657000e+01   6.9874000e+01   6.7631000e+01   6.7742000e+01   6.3441000e+01   6.9275000e+01   6.5480000e+01   6.6345000e+01
   0.0000000e+00  -7.6700000e-01  -7.4500000e-01   6.4900000e-01   4.0880000e+00   1.0104000e+01   1.8830000e+01   3.2214000e+01   5.1878000e+01   6.3285000e+01   6.6846000e+01   7.0715000e+01   6.7305000e+01   6.7770000e+01   6.7854000e+01   6.6820000e+01   6.3940000e+01   6.7662000e+01   6.5661000e+01   6.6242000e+01
   0.0000000e+00  -2.8900000e-01  -4.5500000e-01   5.4200000e-01   3.1710000e+00   6.8350000e+00   1.2372000e+01   2.3917000e+01   4.5122000e+01   6.3584000e+01   7.0729000e+01   7.3187000e+01   7.0552000e+01   6.8564000e+01   6.8014000e+01   6.7671000e+01   6.5536000e+01   6.8473000e+01   6.6442000e+01   6.8435000e+01
   0.0000000e+00  -7.6500000e-01  -5.3900000e-01   8.6300000e-01   4.4410000e+00   1.0403000e+01   1.7756000e+01   3.0391000e+01   5.0663000e+01   6.4552000e+01   6.7373000e+01   7.2295000e+01   6.7014000e+01   6.5830000e+01   6.7252000e+01   6.5445000e+01   6.3133000e+01   6.6438000e+01   6.5146000e+01   6.7419000e+01
   0.0000000e+00   7.5000000e-02   2.1400000e-01   1.3720000e+00   3.9620000e+00   7.8270000e+00   1.3570000e+01   2.3225000e+01   4.1317000e+01   5.9574000e+01   7.3481000e+01   7.7865000e+01   7.3826000e+01   7.2104000e+01   7.0229000e+01   6.8483000e+01   6.6959000e+01   7.1998000e+01   7.1070000e+01   7.2482000e+01
   0.0000000e+00  -2.6500000e-01  -1.5400000e-01   1.2740000e+00   4.1080000e+00   9.1800000e+00   1.6572000e+01   2.7470000e+01   4.7996000e+01   6.0493000e+01   6.2622000e+01   6.7663000e+01   6.4001000e+01   6.2025000e+01   6.3368000e+01   6.4887000e+01   6.1157000e+01   6.5709000e+01   6.3501000e+01   6.4756000e+01
   0.0000000e+00  -2.9600000e-01  -3.3100000e-01   5.7100000e-01   2.9570000e+00   6.7100000e+00   1.2673000e+01   2.2405000e+01   3.8195000e+01   5.5551000e+01   7.1140000e+01   7.7128000e+01   7.0745000e+01   6.9739000e+01   7.0190000e+01   6.9044000e+01   6.5901000e+01   6.8620000e+01   6.6212000e+01   6.8510000e+01
   0.0000000e+00   3.6900000e-01   7.4900000e-01   2.2810000e+00   6.1720000e+00   1.2724000e+01   2.1084000e+01   3.3528000e+01   5.5099000e+01   6.3590000e+01   6.7779000e+01   7.2473000e+01   6.5574000e+01   6.4431000e+01   6.3948000e+01   6.5109000e+01   6.2192000e+01   6.5374000e+01   6.4961000e+01   6.5711000e+01
   0.0000000e+00  -1.4200000e-01  -3.3500000e-01   3.2900000e-01   1.8700000e+00   4.4460000e+00   9.0690000e+00   1.7449000e+01   2.9708000e+01   4.5181000e+01   6.0856000e+01   7.8906000e+01   7.2464000e+01   6.8583000e+01   6.9267000e+01   6.8534000e+01   6.4975000e+01   6.9463000e+01   6.8088000e+01   6.8770000e+01
   0.0000000e+00  -8.1000000e-02   2.1200000e-01   1.4230000e+00   4.1720000e+00   8.7130000e+00   1.5473000e+01   2.5861000e+01   4.6126000e+01   6.7430000e+01   7.7049000e+01   7.8310000e+01   7.6325000e+01   7.4022000e+01   7.1944000e+01   7.0428000e+01   6.8937000e+01   7.3105000e+01   7.2629000e+01   7.1703000e+01
   0.0000000e+00  -1.1500000e-01   2.3400000e-01   1.8250000e+00   5.7840000e+00   1.2663000e+01   2.1673000e+01   3.4451000e+01   5.5470000e+01   6.8054000e+01   7.1720000e+01   7.3231000e+01   6.8574000e+01   6.8674000e+01   6.7800000e+01   6.7249000e+01   6.5785000e+01   6.9059000e+01   6.7264000e+01   6.9503000e+01
   0.0000000e+00  -1.6100000e-01  -1.6000000e-01   8.4800000e-01   3.2900000e+00   7.2480000e+00   1.3379000e+01   2.2074000e+01   3.6435000e+01   5.2625000e+01   6.7675000e+01   7.9390000e+01   7.7561000e+01   7.5294000e+01   7.3504000e+01   7.1036000e+01   6.9283000e+01   7.4075000e+01   7.2663000e+01   7.5234000e+01
   0.0000000e+00   1.0000000e-03  -1.5500000e-01   9.0000000e-01   3.3000000e+00   7.6670000e+00   1.3740000e+01   2.4359000e+01   3.9324000e+01   5.7297000e+01   7.3201000e+01   7.8647000e+01   7.7385000e+01   7.5588000e+01   7.3211000e+01   7.2232000e+01   6.9481000e+01   7.3127000e+01   7.2299000e+01   7.2971000e+01
   0.0000000e+00  -1.5500000e-01  -1.6000000e-01   8.2800000e-01   3.4850000e+00   7.7990000e+00   1.4775000e+01   2.4242000e+01   4.0463000e+01   5.7914000e+01   7.3756000e+01   7.7625000e+01   7.7868000e+01   7.4572000e+01   7.4802000e+01   7.1849000e+01   7.2441000e+01   7.5184000e+01   7.3389000e+01   7.6760000e+01
   0.0000000e+00   9.0000000e-02   1.3190000e+00   2.9470000e+00   6.4740000e+00   1.1452000e+01   1.9428000e+01   3.2178000e+01   5.5014000e+01   7.8617000e+01   7.9874000e+01   7.8283000e+01   7.9511000e+01   7.8309000e+01   7.7971000e+01   7.4316000e+01   7.5229000e+01   7.6154000e+01   7.6807000e+01   7.7387000e+01
   0.0000000e+00   2.7700000e-01   2.4100000e-01   1.8920000e+00   5.4500000e+00   1.1066000e+01   1.9442000e+01   3.0705000e+01   5.0599000e+01   7.1675000e+01   7.7555000e+01   7.5805000e+01   7.6328000e+01   7.5960000e+01   7.4055000e+01   7.4293000e+01   7.3770000e+01   7.4329000e+01   7.4339000e+01   7.2553000e+01
   0.0000000e+00   1.3300000e-01   1.3400000e-01   1.9800000e+00   5.7360000e+00   1.0959000e+01   1.9302000e+01   3.2491000e+01   5.4426000e+01   7.3158000e+01   7.5571000e+01   7.2013000e+01   7.4263000e+01   7.3516000e+01   7.2114000e+01   7.2008000e+01   7.1248000e+01   7.1584000e+01   7.2271000e+01   7.4652000e+01
